序号,关键词,一级分类,二级主题,搜索意图,百度统计PV,第三方流量指数,GEO机会值,社媒热度值,数据来源,来源数,需求级别
200,wps1,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,10.0,,,,百度统计真实流量,1,
201,www..wps.cn,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,10.0,,,,百度统计真实流量,1,
202,WPSS,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,10.0,,,,百度统计真实流量,1,
203,WPS 64位,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,10.0,,,,百度统计真实流量,1,
204,wps最新,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,10.0,,,,百度统计真实流量,1,
205,wps offic,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,10.0,,,,百度统计真实流量,1,
206,WPS在线网页版,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,10.0,,,,百度统计真实流量,1,
207,wps offfice,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,10.0,,,,百度统计真实流量,1,
208,WPS协作,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,10.0,,,,百度统计真实流量,1,
209,WPS客户端,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,10.0,,,,百度统计真实流量,1,
210,wps PPT,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,10.0,,,,百度统计真实流量,1,
211,在线office办公软件,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,9.0,,,,百度统计真实流量,1,
212,wps。cn,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,9.0,,,,百度统计真实流量,1,
213,WPS网站,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,9.0,,,,百度统计真实流量,1,
214,WPS最新版,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,9.0,,,,百度统计真实流量,1,
215,wps pc版,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,9.0,,,,百度统计真实流量,1,
216,WPS在线工具,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,9.0,,,,百度统计真实流量,1,
217,wps linux,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,9.0,,,,百度统计真实流量,1,
218,WPSWPS,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,9.0,,,,百度统计真实流量,1,
219,办公文档,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,9.0,,,,百度统计真实流量,1,
220,wpsOffice,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,9.0,,,,百度统计真实流量,1,
221,金山WPS Office,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,9.0,,,,百度统计真实流量,1,
222,wps主页,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,9.0,,,,百度统计真实流量,1,
223,在线打开wps,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,9.0,,,,百度统计真实流量,1,
224,Wps office,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,9.0,,,,百度统计真实流量,1,
225,金山wps office,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
226,wWPS,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
227,w p swps,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
228,wps office PC,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
229,金山在线表格,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
230,wps64,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
231,wpsoffice网页版入口,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
232,www.wps.gov.cn,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
233,wps pc,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
234,wpsPDF,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
235,wps2019专业版,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
236,wps2022,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
237,WPS办公,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
238,wps旧版本,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
239,wpsofl,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
240,wps线上文档,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
241,办公文档软件,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
242,WPS  office,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
243,wps word文档网页版,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
244,WPS网页版本,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
245,网页版wps登录入口,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
246,wps],品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,8.0,,,,百度统计真实流量,1,
247,wps在线打开,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
248,.wps,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
249,office办公软件wps,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
250,365.wps.cn,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
251,wps办公版,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
252,WPS-支,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
253,wps WPS,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
254,wpswps office,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
255,wps office是干什么的,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
256,WWW.WPS,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
257,WPS路cn,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
258,wps教育版,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
259,wps‘,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
260,wps office电脑,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
261,wps更新,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
262,WPSppt,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
263,\wps,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
264,wps 2023,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
265,Wps网页版,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
266,WWPS,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
267,wps演示,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
268,wps金山,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
269,wps云盘网页版,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
270,wpsoffce,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
271,金山软件WPS,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
272,www.wps.c,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
273,wps网络版,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,7.0,,,,百度统计真实流量,1,
274,WPS应用,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,6.0,,,,百度统计真实流量,1,
275,wps 表格,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,6.0,,,,百度统计真实流量,1,
276,wpsoffice在线使用,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,6.0,,,,百度统计真实流量,1,
277,wpsOFFICE,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,6.0,,,,百度统计真实流量,1,
278,wps离线,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,6.0,,,,百度统计真实流量,1,
279,wps .cn,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,6.0,,,,百度统计真实流量,1,
280,wps/cn,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,6.0,,,,百度统计真实流量,1,
281,wps国内版,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,6.0,,,,百度统计真实流量,1,
282,wpsoffice个人版,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,6.0,,,,百度统计真实流量,1,
283,wps共享文档,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,6.0,,,,百度统计真实流量,1,
284,WPS云盘,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,6.0,,,,百度统计真实流量,1,
285,www.wps.con,品牌与官方入口,品牌词,品牌/官网/正版入口，路径短、转化快，重承接与信任,6.0,,,,百度统计真实流量,1,
